,fromid,nullid,frompos,nullpos,period
0,19,0,0,0,2
1,36,1,0,0,2
2,53,2,18,0,3
3,88,3,18,0,6
4,93,4,22,0,6
5,187,5,0,0,11
6,240,6,0,0,15
7,253,7,0,0,15
8,309,8,0,0,18
9,313,9,0,0,18
10,361,10,0,0,21
11,365,11,22,0,21
12,368,12,18,0,21
13,514,13,22,0,30
14,525,14,22,0,30
15,536,15,0,0,31
16,567,16,0,0,34
17,572,17,0,0,34
18,574,18,16,0,34
19,643,19,3,0,37
20,666,20,0,0,39
21,686,21,3,0,40
22,828,22,0,0,49
23,858,23,20,0,51
24,864,24,16,0,51
25,905,25,22,0,53
26,927,26,0,0,55
27,936,27,0,0,55
28,937,28,22,0,55
29,942,29,9,0,55
30,949,30,21,0,56
31,972,31,0,0,58
32,986,32,12,0,59
33,991,33,22,0,60
34,1026,34,0,0,62
35,1061,35,9,0,64
36,1065,36,22,0,64
37,1103,37,0,0,67
38,1166,38,0,0,70
39,1212,39,0,0,72
40,1438,40,0,0,89
41,1446,41,0,0,89
42,1473,42,22,0,90
43,1530,43,0,0,94
44,1537,44,0,0,94
45,1573,45,0,0,96
46,1660,46,0,0,101
47,1661,47,9,0,101
48,1705,48,20,0,104
49,1712,49,22,0,104
50,1713,50,9,0,104
51,1721,51,22,0,104
52,1746,52,0,0,106
53,1799,53,0,0,108
54,1877,54,0,0,113
55,1954,55,9,0,117
56,1967,56,0,0,118
57,1982,57,20,0,119
58,1986,58,9,0,120
59,2025,59,9,0,122
60,2092,60,0,0,126
61,2174,61,3,0,131
62,2280,62,0,0,136
63,2349,63,0,0,140
64,2360,64,0,0,140
65,2371,65,0,0,142
66,2384,66,12,0,143
67,2491,67,0,0,150
68,2506,68,0,0,150
69,2522,69,3,0,152
70,2597,70,0,0,156
71,2628,71,0,0,159
72,2641,72,0,0,159
73,2667,73,0,0,161
74,2678,74,0,0,161
75,2729,75,22,0,164
76,2739,76,22,0,164
77,2805,77,0,0,170
78,2835,78,18,0,172
79,2840,79,22,0,172
80,2853,80,3,0,173
81,2895,81,16,0,176
82,2898,82,0,0,176
83,2908,83,3,0,177
84,2999,84,0,0,182
85,3012,85,0,0,182
86,3024,86,9,0,183
87,3160,87,0,0,192
88,3166,88,0,0,192
89,3208,89,13,0,194
90,3407,90,0,0,204
91,3455,91,0,0,207
92,3456,92,0,0,207
93,3498,93,3,0,209
94,3509,94,15,0,210
95,3511,95,0,0,211
96,3584,96,0,0,215
97,3639,97,0,0,218
98,3647,98,0,0,218
99,3778,99,0,0,226
100,3806,100,0,0,228
101,3884,101,0,0,233
102,3893,102,0,0,233
103,3916,103,22,0,235
104,3934,104,0,0,236
105,3976,105,0,0,239
106,3997,106,16,0,240
107,4002,107,16,0,240
108,4016,108,3,0,241
109,4065,109,22,0,245
110,4070,110,0,0,245
111,4079,111,9,0,246
112,4085,112,0,0,247
113,4123,113,3,0,249
114,4140,114,0,0,250
115,4183,115,0,0,253
116,4212,116,20,0,255
117,4218,117,0,0,255
118,4257,118,22,0,258
119,4277,119,3,0,259
120,4378,120,0,0,265
121,4435,121,0,0,269
122,4527,122,0,0,276
123,4564,123,0,0,278
124,4632,124,0,0,283
125,4634,125,9,0,283
126,4637,126,22,0,283
127,4647,127,18,0,283
128,4654,128,23,0,284
129,4660,129,20,0,284
130,4679,130,9,0,286
131,4683,131,0,0,286
132,4717,132,5,0,289
133,4718,133,4,0,289
134,4770,134,0,0,292
135,4772,135,18,0,292
136,4797,136,0,0,294
137,4931,137,18,0,302
138,4932,138,0,0,302
139,4933,139,22,0,302
140,4936,140,0,0,302
141,4986,141,0,0,306
142,4999,142,0,0,306
143,5063,143,0,0,311
144,5158,144,0,0,318
145,5170,145,22,0,319
146,5172,146,9,0,319
147,5205,147,0,0,321
148,5302,148,0,0,328
149,5326,149,22,0,330
150,5333,150,18,0,330
151,5366,151,9,0,332
152,5372,152,22,0,332
153,5423,153,22,0,336
154,5442,154,23,0,337
155,5443,155,0,0,338
156,5463,156,23,0,339
157,5470,157,22,0,339
158,5537,158,0,0,344
159,5555,159,22,0,344
160,5584,160,22,0,346
161,5635,161,22,0,350
162,5722,162,0,0,355
163,5754,163,0,0,358
164,5829,164,3,0,362
165,5854,165,22,0,363
166,5856,166,18,0,363
167,5864,167,0,0,364
168,5980,168,0,0,371
169,5985,169,0,0,371
170,6010,170,20,0,373
171,6011,171,22,0,373
172,6013,172,19,0,373
173,6016,173,17,0,373
174,6017,174,16,0,373
175,6027,175,21,0,373
176,6071,176,24,0,377
177,6079,177,0,0,377
178,6092,178,0,0,377
179,6201,179,3,0,383
180,6245,180,18,0,386
181,6354,181,0,0,392
182,6408,182,0,0,396
183,6435,183,0,0,398
184,6491,184,0,0,402
185,6530,185,22,0,405
186,6537,186,0,0,405
187,6538,187,16,0,405
188,6539,188,20,0,405
189,6579,189,22,0,408
190,6618,190,20,0,410
191,6619,191,0,0,410
192,6620,192,16,0,410
193,6640,193,16,0,412
194,6677,194,0,0,414
195,6691,195,3,0,415
196,6703,196,3,0,415
197,6758,197,0,0,418
198,6816,198,22,0,421
199,6817,199,18,0,421
200,6837,200,0,0,422
201,6887,201,0,0,426
202,7184,202,0,0,444
203,7246,203,0,0,448
204,7294,204,0,0,451
205,7301,205,0,0,451
206,7343,206,0,0,454
207,7352,207,0,0,454
208,7375,208,22,0,456
