,index,frompos,topos,frompla,topla,possesteam,teamname,playNum,period,gameid,fromid,toid
0,0,22,9,5472,5469,785,Croatia,1,1,8658,0,1
1,1,12,1,5463,5461,785,Croatia,1,1,8658,2,3
2,2,0,22,3444,5472,785,Croatia,1,1,8658,4,0
3,3,20,14,5474,5470,785,Croatia,1,1,8658,5,6
4,4,14,5,5470,5457,785,Croatia,1,1,8658,6,7
5,5,5,9,5457,5469,785,Croatia,1,1,8658,7,1
6,6,9,20,5469,5474,785,Croatia,1,1,8658,1,5
7,7,20,4,5474,5468,785,Croatia,1,1,8658,5,8
8,8,4,12,5468,5463,785,Croatia,1,1,8658,8,2
9,9,12,4,5463,5468,785,Croatia,1,1,8658,2,8
10,10,4,14,5468,5470,785,Croatia,1,1,8658,8,6
11,11,14,4,5470,5468,785,Croatia,1,1,8658,6,8
12,12,4,2,5468,3471,785,Croatia,1,1,8658,8,9
13,13,14,20,5470,5474,785,Croatia,1,1,8658,6,5
14,14,2,0,5485,3099,771,France,2,1,8658,10,11
15,15,0,4,3099,5492,771,France,2,1,8658,11,12
16,16,15,4,4375,5492,771,France,2,1,8658,13,12
17,17,4,23,5492,3604,771,France,2,1,8658,12,14
18,18,23,15,3604,4375,771,France,2,1,8658,14,13
19,19,15,23,4375,3604,771,France,2,1,8658,13,14
20,20,23,2,3604,5485,771,France,2,1,8658,14,10
21,21,2,8,5485,20004,771,France,2,1,8658,10,15
22,22,8,21,20004,5487,771,France,2,1,8658,15,16
23,23,9,5,5469,5457,785,Croatia,3,1,8658,1,7
24,24,5,22,5457,5472,785,Croatia,3,1,8658,7,0
25,25,5,22,5457,5472,785,Croatia,3,1,8658,7,0
26,26,22,14,5472,5470,785,Croatia,3,1,8658,0,6
27,27,9,4,5469,5468,785,Croatia,3,1,8658,1,8
28,28,4,9,5468,5469,785,Croatia,3,1,8658,8,1
29,29,9,14,5469,5470,785,Croatia,3,1,8658,1,6
30,30,14,9,5470,5469,785,Croatia,3,1,8658,6,1
31,31,9,2,5469,3471,785,Croatia,3,1,8658,1,9
32,32,2,4,3471,5468,785,Croatia,3,1,8658,9,8
33,33,4,14,5468,5470,785,Croatia,3,1,8658,8,6
34,34,14,16,5470,5465,785,Croatia,3,1,8658,6,17
35,35,16,1,5465,5461,785,Croatia,3,1,8658,17,3
36,36,16,1,5465,5461,785,Croatia,3,1,8658,17,3
37,37,1,14,5461,5470,785,Croatia,3,1,8658,3,6
38,38,1,12,5461,5463,785,Croatia,3,1,8658,3,2
39,39,12,1,5463,5461,785,Croatia,3,1,8658,2,3
40,40,2,4,3471,5468,785,Croatia,4,2,8658,18,19
41,41,4,0,5468,3444,785,Croatia,4,2,8658,19,20
42,42,0,2,3444,3471,785,Croatia,4,2,8658,20,18
43,43,2,9,3471,5469,785,Croatia,4,2,8658,18,21
44,44,9,12,5469,5463,785,Croatia,4,2,8658,21,22
45,45,12,22,5463,5472,785,Croatia,4,2,8658,22,23
46,46,22,16,5472,5465,785,Croatia,4,2,8658,23,24
47,47,4,10,5492,3961,771,France,5,2,8658,25,26
48,48,0,2,3099,5485,771,France,5,2,8658,27,28
49,49,2,8,5485,20004,771,France,5,2,8658,28,29
50,50,8,4,20004,5492,771,France,5,2,8658,29,25
51,51,4,10,5492,3961,771,France,5,2,8658,25,26
52,52,10,4,3961,5492,771,France,5,2,8658,26,25
53,53,4,10,5492,3961,771,France,5,2,8658,25,26
54,54,10,8,3961,20004,771,France,5,2,8658,26,29
55,55,8,1,20004,5476,771,France,5,2,8658,29,30
56,56,1,2,5476,5485,771,France,5,2,8658,30,28
57,57,2,4,5485,5492,771,France,5,2,8658,28,25
58,58,4,15,5492,4375,771,France,5,2,8658,25,31
59,59,15,5,4375,5484,771,France,5,2,8658,31,32
60,60,9,14,5469,5470,785,Croatia,6,2,8658,21,33
61,61,14,9,5470,5469,785,Croatia,6,2,8658,33,21
62,62,12,9,5463,5469,785,Croatia,6,2,8658,22,21
63,63,9,14,5469,5470,785,Croatia,6,2,8658,21,33
64,64,14,5,5470,5457,785,Croatia,6,2,8658,33,34
65,65,5,14,5457,5470,785,Croatia,6,2,8658,34,33
66,66,14,9,5470,5469,785,Croatia,6,2,8658,33,21
67,67,14,20,5470,5474,785,Croatia,6,2,8658,33,35
68,68,14,0,5470,3444,785,Croatia,7,3,8658,36,37
69,69,2,0,3471,3444,785,Croatia,7,3,8658,38,37
70,70,0,2,3444,3471,785,Croatia,7,3,8658,37,38
71,71,2,1,3471,5461,785,Croatia,7,3,8658,38,39
72,72,2,22,3471,5472,785,Croatia,7,3,8658,38,40
73,73,12,9,5463,5469,785,Croatia,8,3,8658,41,42
74,74,14,12,5470,5463,785,Croatia,8,3,8658,36,41
75,75,12,5,5463,5457,785,Croatia,8,3,8658,41,43
76,76,5,20,5457,5474,785,Croatia,8,3,8658,43,44
77,77,20,16,5474,5465,785,Croatia,8,3,8658,44,45
78,78,9,4,5469,5468,785,Croatia,8,3,8658,42,46
79,79,4,9,5468,5469,785,Croatia,8,3,8658,46,42
80,80,9,14,5469,5470,785,Croatia,8,3,8658,42,36
81,81,14,9,5470,5469,785,Croatia,8,3,8658,36,42
82,82,9,2,5469,3471,785,Croatia,8,3,8658,42,38
83,83,2,12,3471,5463,785,Croatia,8,3,8658,38,41
84,84,12,1,5463,5461,785,Croatia,8,3,8658,41,39
85,85,1,2,5461,3471,785,Croatia,8,3,8658,39,38
86,86,2,9,3471,5469,785,Croatia,8,3,8658,38,42
87,87,9,1,5469,5461,785,Croatia,8,3,8658,42,39
88,88,12,2,5463,3471,785,Croatia,8,3,8658,41,38
89,89,2,9,3471,5469,785,Croatia,8,3,8658,38,42
90,90,9,14,5469,5470,785,Croatia,8,3,8658,42,36
91,91,14,20,5470,5474,785,Croatia,8,3,8658,36,44
92,92,8,4,20004,5492,771,France,9,3,8658,47,48
93,93,4,2,5492,5485,771,France,9,3,8658,48,49
94,94,1,2,5476,5485,771,France,9,3,8658,50,49
95,95,2,1,5485,5476,771,France,9,3,8658,49,50
96,96,1,0,5476,3099,771,France,9,3,8658,50,51
97,97,0,15,3099,4375,771,France,9,3,8658,51,52
98,98,5,21,5484,5487,771,France,10,4,8658,53,54
99,99,21,15,5487,4375,771,France,10,4,8658,54,55
100,100,15,4,4375,5492,771,France,10,4,8658,55,56
101,101,4,2,5492,5485,771,France,10,4,8658,56,57
102,102,2,11,5485,3009,771,France,10,4,8658,57,58
103,103,1,2,5476,5485,771,France,10,4,8658,59,57
104,104,2,4,5485,5492,771,France,10,4,8658,57,56
105,105,4,23,5492,3604,771,France,10,4,8658,56,60
106,106,5,10,5484,3961,771,France,11,4,8658,53,61
107,107,10,15,3961,4375,771,France,11,4,8658,61,55
108,108,15,8,4375,20004,771,France,11,4,8658,55,62
109,109,2,10,5485,3961,771,France,11,4,8658,57,61
110,110,15,10,4375,3961,771,France,11,4,8658,55,61
111,111,10,11,3961,3009,771,France,11,4,8658,61,58
112,112,23,2,3604,5485,771,France,12,4,8658,60,57
113,113,2,5,5485,5484,771,France,12,4,8658,57,53
114,114,5,23,5484,3604,771,France,12,4,8658,53,60
115,115,21,11,5487,3009,771,France,12,4,8658,54,58
116,116,11,21,3009,5487,771,France,12,4,8658,58,54
117,117,22,9,5472,5469,785,Croatia,13,5,8658,63,64
118,118,9,12,5469,5463,785,Croatia,13,5,8658,64,65
119,119,12,1,5463,5461,785,Croatia,13,5,8658,65,66
120,120,1,2,5461,3471,785,Croatia,13,5,8658,66,67
121,121,2,4,3471,5468,785,Croatia,13,5,8658,67,68
122,122,4,14,5468,5470,785,Croatia,13,5,8658,68,69
123,123,14,2,5470,3471,785,Croatia,13,5,8658,69,67
124,124,2,1,3471,5461,785,Croatia,13,5,8658,67,66
125,125,1,20,5461,5474,785,Croatia,13,5,8658,66,70
126,126,14,16,5470,5465,785,Croatia,14,5,8658,69,71
127,127,9,12,5469,5463,785,Croatia,14,5,8658,64,65
128,128,2,22,3471,5472,785,Croatia,14,5,8658,67,63
129,129,22,14,5472,5470,785,Croatia,14,5,8658,63,69
130,130,20,2,5474,3471,785,Croatia,14,5,8658,70,67
131,131,16,4,5465,5468,785,Croatia,15,5,8658,71,68
132,132,4,22,5468,5472,785,Croatia,15,5,8658,68,63
133,133,22,20,5472,5474,785,Croatia,15,5,8658,63,70
134,134,1,22,5461,5472,785,Croatia,15,5,8658,66,63
135,135,22,2,5472,3471,785,Croatia,15,5,8658,63,67
136,136,1,8,5476,20004,771,France,16,6,8658,72,73
137,137,1,23,5476,3604,771,France,16,6,8658,72,74
138,138,2,0,5485,3099,771,France,16,6,8658,75,76
139,139,0,1,3099,5476,771,France,16,6,8658,76,72
140,140,1,11,5476,3009,771,France,16,6,8658,72,77
141,141,12,2,5463,3471,785,Croatia,17,6,8658,78,79
142,142,2,0,3471,3444,785,Croatia,17,6,8658,79,80
143,143,0,4,3444,5468,785,Croatia,17,6,8658,80,81
144,144,4,9,5468,5469,785,Croatia,17,6,8658,81,82
145,145,9,4,5469,5468,785,Croatia,17,6,8658,82,81
146,146,9,14,5469,5470,785,Croatia,17,6,8658,82,83
147,147,14,22,5470,5472,785,Croatia,17,6,8658,83,84
148,148,22,14,5472,5470,785,Croatia,17,6,8658,84,83
149,149,14,20,5470,5474,785,Croatia,17,6,8658,83,85
150,150,14,2,5470,3471,785,Croatia,18,6,8658,83,79
151,151,2,0,3471,3444,785,Croatia,18,6,8658,79,80
152,152,0,1,3444,5461,785,Croatia,18,6,8658,80,86
153,153,1,2,5461,3471,785,Croatia,18,6,8658,86,79
154,154,2,12,3471,5463,785,Croatia,18,6,8658,79,78
155,155,12,1,5463,5461,785,Croatia,18,6,8658,78,86
156,156,1,20,5461,5474,785,Croatia,18,6,8658,86,85
157,157,20,12,5474,5463,785,Croatia,18,6,8658,85,78
158,158,12,22,5463,5472,785,Croatia,18,6,8658,78,84
159,159,1,2,5461,3471,785,Croatia,19,7,8658,87,88
160,160,2,4,3471,5468,785,Croatia,19,7,8658,88,89
161,161,4,14,5468,5470,785,Croatia,19,7,8658,89,90
162,162,14,20,5470,5474,785,Croatia,19,7,8658,90,91
163,163,20,5,5474,5457,785,Croatia,19,7,8658,91,92
164,164,20,16,5474,5465,785,Croatia,19,7,8658,91,93
165,165,14,9,5470,5469,785,Croatia,20,7,8658,90,94
166,166,9,12,5469,5463,785,Croatia,20,7,8658,94,95
167,167,12,9,5463,5469,785,Croatia,20,7,8658,95,94
168,168,9,1,5469,5461,785,Croatia,20,7,8658,94,87
169,169,1,20,5461,5474,785,Croatia,20,7,8658,87,91
170,170,1,11,5476,3009,771,France,21,7,8658,96,97
171,171,11,21,3009,5487,771,France,21,7,8658,97,98
172,172,2,4,5485,5492,771,France,21,7,8658,99,100
