,gid,plaid,posid,teamid,teamname,period,newpos,newposname,8pos,8posname
0,0,4319,23,783,Uruguay,1,3,Fw,7,FW
1,1,5259,2,783,Uruguay,1,1,Def,2,CB
2,2,5247,16,783,Uruguay,1,2,Mid,4,RSM
3,3,5255,12,783,Uruguay,1,2,Mid,5,CM
4,4,5264,1,783,Uruguay,1,1,Def,1,RSB
5,5,5249,4,783,Uruguay,1,1,Def,2,CB
6,6,5260,14,783,Uruguay,1,2,Mid,5,CM
7,7,5258,20,783,Uruguay,1,2,Mid,6,LSM
8,8,5248,5,783,Uruguay,1,1,Def,3,LSB
9,9,5246,21,783,Uruguay,1,3,Fw,7,FW
10,10,5263,5,774,Egypt,1,1,Def,3,LSB
11,11,4063,4,774,Egypt,1,1,Def,2,CB
12,12,5254,2,774,Egypt,1,1,Def,2,CB
13,13,3568,12,774,Egypt,1,2,Mid,5,CM
14,14,5253,11,774,Egypt,1,2,Mid,4,RSM
15,15,5261,15,774,Egypt,1,2,Mid,6,LSM
16,16,5261,15,774,Egypt,2,2,Mid,6,LSM
17,17,5263,5,774,Egypt,2,1,Def,3,LSB
18,18,5262,14,774,Egypt,2,2,Mid,5,CM
19,19,5251,18,774,Egypt,2,2,Mid,5,CM
20,20,4063,4,774,Egypt,2,1,Def,2,CB
21,21,5252,22,774,Egypt,2,3,Fw,7,FW
22,22,3568,12,774,Egypt,2,2,Mid,5,CM
23,23,5254,2,774,Egypt,2,1,Def,2,CB
24,24,5253,11,774,Egypt,3,2,Mid,4,RSM
25,25,5251,18,774,Egypt,3,2,Mid,5,CM
26,26,5250,1,774,Egypt,3,1,Def,1,RSB
27,27,5262,14,774,Egypt,3,2,Mid,5,CM
28,28,5254,2,774,Egypt,3,1,Def,2,CB
29,29,3568,12,774,Egypt,3,2,Mid,5,CM
30,30,4063,4,774,Egypt,3,1,Def,2,CB
31,31,5261,15,774,Egypt,3,2,Mid,6,LSM
32,32,5265,0,774,Egypt,3,0,GK,0,GK
33,33,5263,5,774,Egypt,3,1,Def,3,LSB
34,34,5248,5,783,Uruguay,3,1,Def,3,LSB
35,35,4319,23,783,Uruguay,3,3,Fw,7,FW
36,36,5264,1,783,Uruguay,3,1,Def,1,RSB
37,37,5259,2,783,Uruguay,3,1,Def,2,CB
38,38,5255,12,783,Uruguay,3,2,Mid,5,CM
39,39,5249,4,783,Uruguay,3,1,Def,2,CB
40,40,5260,14,783,Uruguay,3,2,Mid,5,CM
41,41,5246,21,783,Uruguay,3,3,Fw,7,FW
42,42,5251,18,774,Egypt,4,2,Mid,5,CM
43,43,5254,2,774,Egypt,4,1,Def,2,CB
44,44,5253,11,774,Egypt,4,2,Mid,4,RSM
45,45,5261,15,774,Egypt,4,2,Mid,6,LSM
46,46,5250,1,774,Egypt,4,1,Def,1,RSB
47,47,5249,4,783,Uruguay,4,1,Def,2,CB
48,48,5255,12,783,Uruguay,4,2,Mid,5,CM
49,49,5267,0,783,Uruguay,4,0,GK,0,GK
50,50,5259,2,783,Uruguay,4,1,Def,2,CB
51,51,5260,14,783,Uruguay,4,2,Mid,5,CM
52,52,4319,23,783,Uruguay,4,3,Fw,7,FW
53,53,5264,1,783,Uruguay,4,1,Def,1,RSB
54,54,5247,16,783,Uruguay,4,2,Mid,4,RSM
55,55,5258,20,783,Uruguay,4,2,Mid,6,LSM
56,56,5267,0,783,Uruguay,5,0,GK,0,GK
57,57,5260,14,783,Uruguay,5,2,Mid,5,CM
58,58,5255,12,783,Uruguay,5,2,Mid,5,CM
59,59,5249,4,783,Uruguay,5,1,Def,2,CB
60,60,5248,5,783,Uruguay,5,1,Def,3,LSB
61,61,5259,2,783,Uruguay,5,1,Def,2,CB
62,62,5258,20,783,Uruguay,5,2,Mid,6,LSM
63,63,5264,1,783,Uruguay,5,1,Def,1,RSB
64,64,5247,16,783,Uruguay,5,2,Mid,4,RSM
65,65,4319,23,783,Uruguay,5,3,Fw,7,FW
66,66,5246,21,783,Uruguay,5,3,Fw,7,FW
67,67,5250,1,774,Egypt,5,1,Def,1,RSB
68,68,5251,18,774,Egypt,5,2,Mid,5,CM
69,69,5253,11,774,Egypt,5,2,Mid,4,RSM
70,70,4063,4,774,Egypt,5,1,Def,2,CB
71,71,5265,0,774,Egypt,5,0,GK,0,GK
72,72,5264,1,783,Uruguay,6,1,Def,1,RSB
73,73,5249,4,783,Uruguay,6,1,Def,2,CB
74,74,5259,2,783,Uruguay,6,1,Def,2,CB
75,75,5260,14,783,Uruguay,6,2,Mid,5,CM
76,76,5248,5,783,Uruguay,6,1,Def,3,LSB
77,77,5255,12,783,Uruguay,6,2,Mid,5,CM
78,78,5247,16,783,Uruguay,6,2,Mid,4,RSM
79,79,5246,21,783,Uruguay,6,3,Fw,7,FW
80,80,5258,20,783,Uruguay,6,2,Mid,6,LSM
81,81,4319,23,783,Uruguay,6,3,Fw,7,FW
82,82,5261,15,774,Egypt,6,2,Mid,6,LSM
83,83,5263,5,774,Egypt,6,1,Def,3,LSB
84,84,5262,14,774,Egypt,6,2,Mid,5,CM
85,85,3568,12,774,Egypt,6,2,Mid,5,CM
86,86,5251,18,774,Egypt,6,2,Mid,5,CM
87,87,5250,1,774,Egypt,6,1,Def,1,RSB
88,88,5253,11,774,Egypt,6,2,Mid,4,RSM
89,89,3568,12,774,Egypt,7,2,Mid,5,CM
90,90,5262,14,774,Egypt,7,2,Mid,5,CM
91,91,5253,11,774,Egypt,7,2,Mid,4,RSM
92,92,5250,1,774,Egypt,7,1,Def,1,RSB
93,93,5251,18,774,Egypt,7,2,Mid,5,CM
94,94,5260,14,783,Uruguay,7,2,Mid,5,CM
95,95,5264,1,783,Uruguay,7,1,Def,1,RSB
96,96,5247,16,783,Uruguay,7,2,Mid,4,RSM
97,97,5259,2,783,Uruguay,7,1,Def,2,CB
98,98,5249,4,783,Uruguay,7,1,Def,2,CB
99,99,5255,12,783,Uruguay,7,2,Mid,5,CM
100,100,5258,20,783,Uruguay,7,2,Mid,6,LSM
101,101,5246,21,783,Uruguay,7,3,Fw,7,FW
102,102,5265,0,774,Egypt,7,0,GK,0,GK
103,103,5261,15,774,Egypt,7,2,Mid,6,LSM
104,104,5263,5,774,Egypt,7,1,Def,3,LSB
105,105,5254,2,774,Egypt,8,1,Def,2,CB
106,106,5262,14,774,Egypt,8,2,Mid,5,CM
107,107,4063,4,774,Egypt,8,1,Def,2,CB
108,108,5263,5,774,Egypt,8,1,Def,3,LSB
109,109,5251,18,774,Egypt,8,2,Mid,5,CM
110,110,5261,15,774,Egypt,8,2,Mid,6,LSM
111,111,5252,22,774,Egypt,8,3,Fw,7,FW
112,112,5249,4,783,Uruguay,8,1,Def,2,CB
113,113,5259,2,783,Uruguay,8,1,Def,2,CB
114,114,5260,14,783,Uruguay,8,2,Mid,5,CM
115,115,5248,5,783,Uruguay,8,1,Def,3,LSB
116,116,5258,20,783,Uruguay,8,2,Mid,6,LSM
117,117,5255,12,783,Uruguay,8,2,Mid,5,CM
118,118,5264,1,783,Uruguay,8,1,Def,1,RSB
119,119,5247,16,783,Uruguay,8,2,Mid,4,RSM
120,120,5246,21,783,Uruguay,8,3,Fw,7,FW
121,121,5265,0,774,Egypt,9,0,GK,0,GK
122,122,5251,18,774,Egypt,9,2,Mid,5,CM
123,123,5263,5,774,Egypt,9,1,Def,3,LSB
124,124,4063,4,774,Egypt,9,1,Def,2,CB
125,125,5262,14,774,Egypt,9,2,Mid,5,CM
126,126,5249,4,783,Uruguay,9,1,Def,2,CB
127,127,5267,0,783,Uruguay,9,0,GK,0,GK
128,128,5260,14,783,Uruguay,9,2,Mid,5,CM
129,129,5258,20,783,Uruguay,9,2,Mid,6,LSM
130,130,5247,16,783,Uruguay,9,2,Mid,4,RSM
131,131,5264,1,783,Uruguay,9,1,Def,1,RSB
132,132,5255,12,783,Uruguay,9,2,Mid,5,CM
133,133,5259,2,783,Uruguay,9,1,Def,2,CB
134,134,5255,12,783,Uruguay,10,2,Mid,5,CM
135,135,5247,16,783,Uruguay,10,2,Mid,4,RSM
136,136,5258,20,783,Uruguay,10,2,Mid,6,LSM
137,137,5264,1,783,Uruguay,10,1,Def,1,RSB
138,138,5260,14,783,Uruguay,10,2,Mid,5,CM
139,139,5267,0,783,Uruguay,10,0,GK,0,GK
140,140,5249,4,783,Uruguay,10,1,Def,2,CB
141,141,5259,2,783,Uruguay,10,1,Def,2,CB
142,142,4319,23,783,Uruguay,10,3,Fw,7,FW
143,143,5246,21,783,Uruguay,10,3,Fw,7,FW
144,144,3568,12,774,Egypt,10,2,Mid,5,CM
145,145,5261,15,774,Egypt,10,2,Mid,6,LSM
146,146,5263,5,774,Egypt,10,1,Def,3,LSB
147,147,5262,14,774,Egypt,10,2,Mid,5,CM
148,148,5251,18,774,Egypt,10,2,Mid,5,CM
149,149,5252,22,774,Egypt,10,3,Fw,7,FW
150,150,5248,5,783,Uruguay,10,1,Def,3,LSB
151,151,5263,5,774,Egypt,11,1,Def,3,LSB
152,152,5261,15,774,Egypt,11,2,Mid,6,LSM
153,153,3568,12,774,Egypt,11,2,Mid,5,CM
154,154,5251,18,774,Egypt,11,2,Mid,5,CM
155,155,5250,1,774,Egypt,11,1,Def,1,RSB
156,156,5262,14,774,Egypt,11,2,Mid,5,CM
157,157,5252,22,774,Egypt,11,3,Fw,7,FW
158,158,5259,2,783,Uruguay,11,1,Def,2,CB
159,159,5249,4,783,Uruguay,11,1,Def,2,CB
160,160,5260,14,783,Uruguay,11,2,Mid,5,CM
161,161,5258,20,783,Uruguay,11,2,Mid,6,LSM
162,162,5246,21,783,Uruguay,11,3,Fw,7,FW
163,163,5264,1,783,Uruguay,11,1,Def,1,RSB
164,164,5247,16,783,Uruguay,11,2,Mid,4,RSM
165,165,5262,14,774,Egypt,12,2,Mid,5,CM
166,166,5253,11,774,Egypt,12,2,Mid,4,RSM
167,167,5251,18,774,Egypt,12,2,Mid,5,CM
168,168,5263,5,774,Egypt,12,1,Def,3,LSB
169,169,5261,15,774,Egypt,12,2,Mid,6,LSM
170,170,4063,4,774,Egypt,12,1,Def,2,CB
171,171,5254,2,774,Egypt,12,1,Def,2,CB
172,172,5250,1,774,Egypt,12,1,Def,1,RSB
173,173,5252,22,774,Egypt,12,3,Fw,7,FW
174,174,5248,5,783,Uruguay,12,1,Def,3,LSB
175,175,5258,20,783,Uruguay,12,2,Mid,6,LSM
176,176,4319,23,783,Uruguay,12,3,Fw,7,FW
177,177,5247,16,783,Uruguay,12,2,Mid,4,RSM
178,178,5260,14,783,Uruguay,12,2,Mid,5,CM
179,179,5264,1,783,Uruguay,12,1,Def,1,RSB
180,180,5259,2,783,Uruguay,12,1,Def,2,CB
181,181,5255,12,783,Uruguay,12,2,Mid,5,CM
182,182,5255,12,783,Uruguay,13,2,Mid,5,CM
183,183,5247,16,783,Uruguay,13,2,Mid,4,RSM
184,184,5246,21,783,Uruguay,13,3,Fw,7,FW
185,185,5260,14,783,Uruguay,13,2,Mid,5,CM
186,186,5248,5,783,Uruguay,13,1,Def,3,LSB
187,187,5259,2,783,Uruguay,13,1,Def,2,CB
188,188,5263,5,774,Egypt,13,1,Def,3,LSB
189,189,5252,22,774,Egypt,13,3,Fw,7,FW
190,190,5261,15,774,Egypt,13,2,Mid,6,LSM
191,191,5251,18,774,Egypt,13,2,Mid,5,CM
192,192,5264,1,783,Uruguay,13,1,Def,1,RSB
193,193,4319,23,783,Uruguay,13,3,Fw,7,FW
194,194,3568,12,774,Egypt,14,2,Mid,5,CM
195,195,5261,15,774,Egypt,14,2,Mid,6,LSM
196,196,3878,14,774,Egypt,14,2,Mid,5,CM
197,197,5250,1,774,Egypt,14,1,Def,1,RSB
198,198,5252,22,774,Egypt,14,3,Fw,7,FW
199,199,5251,18,774,Egypt,14,2,Mid,5,CM
200,200,5265,0,774,Egypt,14,0,GK,0,GK
201,201,4063,4,774,Egypt,14,1,Def,2,CB
202,202,5253,11,774,Egypt,14,2,Mid,4,RSM
