,fromid,nullid,frompos,nullpos,period
0,18,0,18,0,2
1,50,1,18,0,4
2,75,2,18,0,6
3,81,3,22,0,6
4,112,4,22,0,8
5,114,5,18,0,8
6,183,6,0,0,13
7,254,7,0,0,17
8,257,8,0,0,17
9,318,9,0,0,20
10,322,10,0,0,20
11,370,11,0,0,23
12,374,12,22,0,23
13,377,13,18,0,23
14,426,14,0,0,26
15,449,15,0,0,28
16,455,16,0,0,28
17,562,17,0,0,34
18,614,18,22,0,38
19,626,19,22,0,38
20,652,20,3,0,39
21,683,21,3,0,41
22,723,22,0,0,44
23,732,23,3,0,45
24,858,24,2,0,52
25,859,25,1,0,52
26,865,26,1,0,52
27,868,27,2,0,52
28,953,28,18,0,56
29,954,29,0,0,56
30,955,30,20,0,57
31,960,31,16,0,57
32,962,32,23,0,57
33,964,33,21,0,57
34,1004,34,22,0,60
35,1034,35,22,0,62
36,1039,36,9,0,62
37,1042,37,0,0,63
38,1087,38,0,0,67
39,1152,39,0,0,71
40,1220,40,16,0,76
41,1225,41,22,0,76
42,1235,42,16,0,76
43,1237,43,0,0,77
44,1334,44,0,0,82
45,1352,45,0,0,82
46,1390,46,0,0,85
47,1435,47,0,0,88
48,1502,48,0,0,92
49,1656,49,0,0,105
50,1664,50,0,0,105
51,1691,51,22,0,106
52,1748,52,0,0,110
53,1755,53,0,0,110
54,1775,54,22,0,112
55,1804,55,0,0,113
56,1812,56,22,0,114
57,1844,57,0,0,116
58,1893,58,0,0,119
59,1894,59,9,0,119
60,1964,60,9,0,123
61,1985,61,0,0,124
62,2025,62,0,0,127
63,2107,63,0,0,132
64,2251,64,9,0,140
65,2282,65,9,0,142
66,2349,66,0,0,146
67,2431,67,3,0,151
68,2562,68,0,0,157
69,2627,69,16,0,161
70,2637,70,16,0,161
71,2646,71,22,0,162
72,2647,72,22,0,162
73,2669,73,0,0,163
74,2681,74,12,0,165
75,2812,75,0,0,174
76,2912,76,0,0,180
77,2944,77,0,0,183
78,2957,78,0,0,183
79,2983,79,0,0,185
80,2994,80,0,0,185
81,3045,81,22,0,188
82,3055,82,22,0,188
83,3082,83,0,0,191
84,3113,84,20,0,193
85,3196,85,3,0,199
86,3221,86,3,0,201
87,3230,87,0,0,201
88,3405,88,0,0,211
89,3586,89,0,0,222
90,3631,90,0,0,224
91,3640,91,22,0,224
92,3682,92,9,0,227
93,3785,93,0,0,233
94,3792,94,0,0,233
95,3838,95,0,0,235
96,3886,96,0,0,238
97,3887,97,0,0,238
98,3929,98,3,0,240
99,3939,99,0,0,241
100,3958,100,15,0,242
101,3961,101,0,0,243
102,4063,102,0,0,248
103,4104,103,16,0,251
104,4117,104,17,0,251
105,4119,105,0,0,252
106,4184,106,0,0,256
107,4186,107,0,0,256
108,4252,108,0,0,260
109,4267,109,0,0,260
110,4280,110,3,0,262
111,4300,111,0,0,263
112,4410,112,0,0,270
113,4443,113,22,0,273
114,4456,114,0,0,274
115,4461,115,0,0,274
116,4514,116,0,0,277
117,4552,117,3,0,280
118,4621,118,0,0,285
119,4623,119,0,0,285
120,4658,120,9,0,288
121,4663,121,22,0,288
122,4679,122,0,0,290
123,4745,123,3,0,294
124,4793,124,0,0,297
125,4824,125,0,0,300
126,4851,126,16,0,302
127,4858,127,16,0,302
128,4954,128,3,0,308
129,4996,129,0,0,310
130,5058,130,0,0,314
131,5123,131,0,0,318
132,5184,132,0,0,323
133,5214,133,0,0,325
134,5243,134,0,0,327
135,5246,135,0,0,327
136,5301,136,0,0,330
137,5375,137,2,0,335
138,5376,138,4,0,335
139,5380,139,1,0,335
140,5383,140,5,0,335
141,5385,141,0,0,335
142,5394,142,18,0,336
143,5398,143,22,0,336
144,5403,144,9,0,336
145,5423,145,23,0,337
146,5424,146,20,0,337
147,5443,147,9,0,339
148,5447,148,3,0,339
149,5450,149,0,0,339
150,5498,150,9,0,343
151,5532,151,0,0,345
152,5534,152,18,0,345
153,5566,153,0,0,348
154,5700,154,18,0,357
155,5702,155,22,0,357
156,5723,156,21,0,358
157,5790,157,0,0,363
158,5811,158,0,0,365
159,5880,159,0,0,370
160,5938,160,4,0,375
161,5940,161,5,0,375
162,5941,162,15,0,375
163,6018,163,9,0,380
164,6022,164,22,0,380
165,6032,165,0,0,381
166,6095,166,0,0,384
167,6190,167,0,0,391
168,6213,168,22,0,393
169,6220,169,18,0,393
170,6262,170,0,0,396
171,6264,171,9,0,396
172,6270,172,22,0,396
173,6303,173,0,0,399
174,6307,174,15,0,400
175,6313,175,15,0,400
176,6319,176,15,0,400
177,6322,177,14,0,400
178,6365,178,23,0,403
179,6378,179,22,0,403
180,6380,180,0,0,404
181,6418,181,0,0,406
182,6422,182,22,0,407
183,6521,183,22,0,412
184,6546,184,22,0,414
185,6570,185,0,0,415
186,6697,186,22,0,422
187,6730,187,22,0,424
188,6845,188,0,0,431
189,6912,189,3,0,435
190,6940,190,22,0,436
191,6942,191,18,0,436
192,6998,192,18,0,441
193,7003,193,22,0,441
194,7081,194,0,0,446
195,7086,195,0,0,446
196,7144,196,0,0,449
197,7189,197,24,0,452
198,7331,198,3,0,459
199,7451,199,0,0,467
200,7521,200,0,0,471
201,7545,201,0,0,473
202,7648,202,0,0,479
203,7725,203,0,0,484
204,7807,204,0,0,489
205,7808,205,22,0,489
206,7859,206,22,0,492
207,7886,207,0,0,493
208,7890,208,22,0,494
209,7921,209,0,0,495
210,7928,210,20,0,496
211,7929,211,16,0,496
212,7959,212,16,0,498
213,7976,213,20,0,499
214,7978,214,22,0,499
215,8024,215,3,0,502
216,8029,216,0,0,502
217,8032,217,3,0,502
218,8088,218,0,0,506
219,8157,219,0,0,510
220,8209,220,0,0,514
221,8566,221,0,0,536
222,8605,222,0,0,538
223,8616,223,0,0,538
224,8639,224,0,0,541
225,8685,225,0,0,544
226,8697,226,0,0,544
227,8727,227,2,0,546
228,8728,228,1,0,546
229,8787,229,0,0,549
